@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.instance.Resample-S1-Z2.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3,5,9-13,15,47-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-36,38,41-42,44-49,51-57,59,61'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute ASALM numeric
@attribute WHALF numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
SC,09,12,'Supplemental Virtual',Rural,Missing,Missing,0,0,'Vocational school',High,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,2,8,'Regular school',Elementary,No,Yes
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,6,162,'Regular school',Elementary,No,No
AZ,KG,06,'Not Virtual',City,1-Yes,1-Yes,1,88,'Regular school',Elementary,No,'Not Applicable'
GA,09,12,'Not Virtual',Rural,1-Yes,1-Yes,1,124,'Regular school',High,No,No
VA,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,0,45,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,8,'Regular school',Elementary,No,No
NY,05,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',42,204,'Regular school',Middle,No,No
ND,06,08,'Not Virtual',Town,1-Yes,1-Yes,4,276,'Regular school',Middle,Missing,Missing
GA,09,12,'Not Virtual',Town,1-Yes,1-Yes,4,310,'Regular school',High,No,No
OH,PK,06,'Not Virtual',City,'Not Applicable','Not Applicable',5,247,'Regular school',Elementary,No,'Not Applicable'
OH,06,08,'Not Virtual',Town,1-Yes,1-Yes,2,214,'Regular school',Middle,No,'Not Applicable'
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,2,3,'Regular school',Elementary,No,No
PA,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',20,189,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',55,250,'Regular school',Elementary,No,No
AL,PK,08,'Not Virtual',Rural,1-Yes,1-Yes,0,44,'Regular school',Elementary,No,No
NC,09,12,'Supplemental Virtual',Rural,1-Yes,1-Yes,1,174,'Regular school',High,No,No
CA,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',79,114,'Regular school',Elementary,No,No
AL,06,08,'Not Virtual',City,'Not Applicable','Not Applicable',13,55,'Regular school',Middle,No,Yes
NC,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',10,173,'Regular school',Elementary,No,No
NE,PK,06,'Not Virtual',City,'Not Applicable','Not Applicable',38,79,'Regular school',Elementary,Missing,Missing
SD,09,12,'Supplemental Virtual',Rural,1-Yes,2-No,0,26,'Regular school',High,No,Missing
PA,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,3,220,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',22,213,'Regular school',Elementary,No,No
MI,05,08,'Not Virtual',Rural,1-Yes,1-Yes,0,26,'Regular school',Middle,No,No
CA,07,08,'Not Virtual',Suburb,1-Yes,1-Yes,93,30,'Regular school',Middle,No,No
VA,07,08,'Not Virtual',Rural,'Not Applicable','Not Applicable',3,213,'Regular school',Middle,No,No
NC,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,27,175,'Regular school',Elementary,No,No
NV,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,8,47,'Regular school',Middle,No,No
MI,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,2,121,'Regular school',Elementary,No,No
FL,06,12,'Not Virtual',City,1-Yes,1-Yes,0,2,'Alternative/other school',High,No,No
NM,KG,05,'Not Virtual',City,1-Yes,2-No,7,82,'Regular school',Elementary,No,No
MO,09,12,'Not Virtual',Town,1-Yes,2-No,4,340,'Regular school',High,No,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,19,13,'Regular school',Elementary,No,No
NY,KG,03,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,9,'Regular school',Elementary,No,No
MN,06,12,'Not Virtual',City,1-Yes,1-Yes,11,97,'Alternative/other school',High,No,No
RI,KG,05,'Not Virtual',City,1-Yes,1-Yes,8,27,'Regular school',Elementary,No,Missing
PA,06,08,'Not Virtual',Rural,1-Yes,1-Yes,5,286,'Regular school',Middle,No,No
MI,UG,UG,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,4,'Regular school',Ungraded,No,No
NY,06,12,'Not Virtual',Town,'Not Applicable','Not Applicable',6,216,'Regular school',High,No,No
NC,06,08,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',20,239,'Regular school',Middle,No,No
NY,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',1,249,'Regular school',High,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,19,10,'Vocational school',High,No,No
TX,01,06,'Not Virtual',Town,1-Yes,1-Yes,0,0,'Regular school',Elementary,No,No
OH,03,06,'Not Virtual',Suburb,1-Yes,2-No,11,423,'Regular school',Elementary,No,'Not Applicable'
FL,06,12,'Not Virtual',Rural,1-Yes,1-Yes,1,302,'Regular school',High,No,No
FL,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,19,40,'Regular school',Middle,No,Yes
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,8,'Regular school',Elementary,No,No
UT,07,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,164,'Regular school',High,No,No
SC,PK,05,'Not Virtual',City,1-Yes,1-Yes,1,57,'Regular school',Elementary,No,No
TX,12,12,'Not Virtual',City,1-Yes,1-Yes,0,3,'Special education school',High,No,No
NY,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,1,178,'Regular school',Elementary,No,No
TX,PK,01,'Not Virtual',Suburb,1-Yes,1-Yes,1,81,'Regular school',Elementary,No,No
WA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,7,134,'Regular school',Elementary,No,No
OR,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',3,303,'Regular school',High,No,Missing
GA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,3,50,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,1,162,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',City,1-Yes,1-Yes,2,10,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,7,'Regular school',Elementary,No,No
CO,PK,08,'Not Virtual',Rural,'Not Applicable','Not Applicable',9,240,'Regular school',Elementary,Yes,No
GA,KG,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,191,'Regular school',Elementary,No,No
SC,PK,PK,'Not Virtual',City,'Not Applicable','Not Applicable',4,52,'Regular school',Prekindergarten,No,No
PA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,1,111,'Regular school',Elementary,Yes,No
NY,PK,06,'Not Virtual',Suburb,1-Yes,1-Yes,10,27,'Regular school',Elementary,No,Yes
NE,PK,06,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,228,'Regular school',Elementary,Missing,Missing
NC,KG,08,'Not Virtual',Rural,1-Yes,1-Yes,1,108,'Regular school',Elementary,No,No
NY,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',14,526,'Regular school',High,No,No
WY,07,12,'Not Virtual',Rural,1-Yes,2-No,0,39,'Regular school',High,No,No
SC,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,189,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',46,354,'Regular school',Elementary,No,No
ID,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,160,'Regular school',Elementary,No,No
MI,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,298,'Regular school',Elementary,No,No
VA,KG,06,'Not Virtual',Town,1-Yes,2-No,5,227,'Regular school',Elementary,No,No
CA,09,12,'Supplemental Virtual',City,1-Yes,2-No,111,309,'Regular school',High,No,Yes
AZ,09,12,'Not Virtual',Rural,1-Yes,2-No,0,27,'Regular school',High,No,'Not Applicable'
NY,PK,08,'Not Virtual',City,1-Yes,1-Yes,37,25,'Regular school',Elementary,No,Yes
TX,KG,05,'Not Virtual',City,1-Yes,1-Yes,1,1,'Regular school',Elementary,Yes,No
CA,09,12,'Not Virtual',City,1-Yes,2-No,50,145,'Regular school',High,No,No
OR,06,08,'Supplemental Virtual',Town,1-Yes,1-Yes,0,44,'Regular school',Middle,No,Missing
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,2,3,'Regular school',Middle,No,No
CA,KG,06,'Not Virtual',City,1-Yes,1-Yes,0,0,'Regular school',Elementary,No,No
CA,KG,05,'Not Virtual',Town,1-Yes,1-Yes,35,75,'Regular school',Elementary,No,No
MI,PK,12,'Not Virtual',City,1-Yes,1-Yes,21,243,'Regular school',Other,Yes,No
TX,06,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,5,'Alternative/other school',High,No,No
GA,PK,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',7,102,'Regular school',Elementary,No,No
NY,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,3,188,'Regular school',Elementary,No,No
TX,PK,04,'Not Virtual',City,'Not Applicable','Not Applicable',44,178,'Regular school',Elementary,No,No
CA,KG,12,'Virtual with face to face options',Suburb,'Not Applicable','Not Applicable',2,21,'Regular school',Other,Yes,No
OH,KG,06,'Not Virtual',Suburb,1-Yes,2-No,4,256,'Regular school',Elementary,No,'Not Applicable'
AL,PK,05,'Not Virtual',City,'Not Applicable','Not Applicable',37,201,'Regular school',Elementary,No,No
NC,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',8,105,'Regular school',Elementary,No,Yes
RI,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,5,79,'Regular school',Elementary,No,Missing
CA,09,12,'Not Virtual',Rural,1-Yes,1-Yes,2,3,'Alternative/other school',High,No,No
TX,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',82,113,'Regular school',Elementary,No,No
FL,05,12,'Not Virtual',Suburb,1-Yes,1-Yes,4,43,'Alternative/other school',High,No,No
MI,06,08,'Not Virtual',Suburb,1-Yes,2-No,20,233,'Regular school',Middle,No,No
AL,PK,05,'Not Virtual',Town,1-Yes,1-Yes,1,124,'Regular school',Elementary,No,No
NC,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,5,142,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,'Not Applicable','Not Applicable',20,166,'Regular school',Elementary,No,No
FL,09,12,'Not Virtual',Rural,1-Yes,1-Yes,26,714,'Regular school',High,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,0,4,'Regular school',High,No,No
NY,09,12,'Not Virtual',Town,1-Yes,1-Yes,6,457,'Regular school',High,No,No
TX,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,35,11,'Regular school',Middle,No,No
WA,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',30,319,'Regular school',Middle,No,No
AL,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,81,'Regular school',Elementary,No,No
AK,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,50,'Regular school',Elementary,No,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,18,'Regular school',Elementary,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,0,0,'Alternative/other school',High,Yes,No
AZ,09,12,'Not Virtual',Town,1-Yes,2-No,1,27,'Regular school',High,No,'Not Applicable'
VA,02,05,'Not Virtual',Town,1-Yes,1-Yes,2,155,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',27,190,'Regular school',Elementary,No,No
NY,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',2,183,'Regular school',Elementary,No,No
TX,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,1,10,'Regular school',Elementary,No,No
WA,07,12,'Not Virtual',Suburb,1-Yes,1-Yes,1,25,'Alternative/other school',High,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,9,5,'Regular school',Elementary,No,No
MI,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',6,390,'Regular school',High,No,No
PA,04,06,'Not Virtual',Suburb,1-Yes,1-Yes,2,148,'Regular school',Middle,No,No
KS,KG,07,'Not Virtual',City,'Not Applicable','Not Applicable',0,7,'Regular school',Elementary,No,No
GA,PK,05,'Not Virtual',Town,1-Yes,1-Yes,20,167,'Regular school',Elementary,No,No
OH,04,06,'Not Virtual',Suburb,1-Yes,1-Yes,0,8,'Regular school',Middle,No,'Not Applicable'
NY,06,12,'Not Virtual',Rural,1-Yes,2-No,2,196,'Regular school',High,No,No
OR,06,08,'Not Virtual',City,1-Yes,1-Yes,61,162,'Regular school',Middle,No,Missing
PA,05,08,'Not Virtual',Suburb,1-Yes,1-Yes,31,288,'Regular school',Middle,No,No
NC,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,1,222,'Regular school',Elementary,No,No
OR,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,3,154,'Regular school',Elementary,No,Missing
PA,KG,12,'Not Virtual',City,1-Yes,1-Yes,18,455,'Regular school',Other,Yes,No
OR,KG,05,'Supplemental Virtual',City,1-Yes,1-Yes,3,120,'Regular school',Elementary,No,Missing
PA,08,12,'Not Virtual',Suburb,1-Yes,2-No,16,404,'Regular school',High,No,No
NC,09,12,'Supplemental Virtual',City,1-Yes,1-Yes,12,174,'Regular school',High,No,No
NY,PK,06,'Not Virtual',City,1-Yes,1-Yes,0,19,'Regular school',Elementary,No,No
TX,PK,KG,'Not Virtual',Suburb,1-Yes,1-Yes,2,131,'Regular school',Elementary,No,No
WA,PK,08,'Not Virtual',Rural,1-Yes,2-No,0,17,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',City,1-Yes,1-Yes,1,28,'Regular school',Elementary,No,Yes
MI,KG,04,'Not Virtual',Suburb,1-Yes,2-No,44,143,'Regular school',Elementary,No,No
PA,KG,08,'Not Virtual',City,1-Yes,1-Yes,0,0,'Regular school',Elementary,Yes,No
NC,11,12,'Not Virtual',City,'Not Applicable','Not Applicable',14,70,'Regular school',High,No,No
NY,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,2,41,'Regular school',Elementary,No,No
NC,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',6,40,'Regular school',Elementary,No,Yes
PA,KG,06,'Not Virtual',Rural,1-Yes,1-Yes,0,394,'Regular school',Elementary,No,No
OH,KG,08,'Not Virtual',Suburb,1-Yes,1-Yes,0,0,'Regular school',Elementary,Yes,'Not Applicable'
FL,04,12,'Not Virtual',Suburb,1-Yes,1-Yes,0,10,'Alternative/other school',Other,No,No
CA,07,08,'Not Virtual',City,'Not Applicable','Not Applicable',296,24,'Regular school',Middle,No,No
CA,09,12,'Supplemental Virtual',Suburb,'Not Applicable','Not Applicable',532,197,'Regular school',High,No,Yes
AL,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,160,'Regular school',Elementary,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,8,7,'Regular school',High,No,No
NC,07,08,'Supplemental Virtual',Suburb,1-Yes,1-Yes,20,251,'Regular school',Middle,No,No
SC,09,12,'Supplemental Virtual',Suburb,'Not Applicable','Not Applicable',7,455,'Regular school',High,No,No
SD,03,06,'Not Virtual',Rural,1-Yes,1-Yes,0,2,'Regular school',Elementary,No,Missing
NE,PK,05,'Not Virtual',City,'Not Applicable','Not Applicable',11,259,'Regular school',Elementary,Missing,Missing
OR,KG,06,'Not Virtual',City,'Not Applicable','Not Applicable',27,129,'Regular school',Elementary,No,Missing
TX,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,2,1,'Regular school',Middle,No,No
TX,PK,05,'Not Virtual',Town,1-Yes,1-Yes,0,73,'Regular school',Elementary,No,No
MI,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',4,194,'Regular school',Elementary,No,No
NM,PK,12,'Not Virtual',Suburb,1-Yes,1-Yes,0,82,'Regular school',Other,Yes,No
AZ,07,08,'Not Virtual',City,1-Yes,2-No,6,126,'Regular school',Middle,No,'Not Applicable'
NC,KG,05,'Supplemental Virtual',Rural,1-Yes,1-Yes,0,106,'Regular school',Elementary,No,No
OH,09,12,'Not Virtual',Suburb,1-Yes,2-No,12,503,'Regular school',High,No,'Not Applicable'
MI,04,05,'Not Virtual',City,1-Yes,1-Yes,0,0,'Regular school',Elementary,No,No
CA,09,12,'Not Virtual',City,1-Yes,1-Yes,1,9,'Alternative/other school',High,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,2,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',City,1-Yes,1-Yes,23,9,'Regular school',Elementary,No,No
CA,KG,06,'Not Virtual',Rural,1-Yes,1-Yes,6,148,'Regular school',Elementary,No,No
MN,07,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,3,'Special education school',High,No,No
CA,09,12,'Supplemental Virtual',Town,1-Yes,2-No,0,10,'Alternative/other school',High,No,No
OH,PK,08,'Not Virtual',Town,1-Yes,1-Yes,0,179,'Regular school',Elementary,No,'Not Applicable'
PA,KG,05,'Not Virtual',City,1-Yes,2-No,20,109,'Regular school',Elementary,No,No
MO,PK,06,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,63,'Regular school',Elementary,No,No
CA,09,12,'Not Virtual',City,1-Yes,1-Yes,11,4,'Alternative/other school',High,No,No
WA,06,08,'Supplemental Virtual',City,1-Yes,1-Yes,4,145,'Regular school',Middle,No,No
OH,07,12,'Not Virtual',Rural,1-Yes,2-No,0,200,'Regular school',High,No,'Not Applicable'
VA,09,12,'Supplemental Virtual',Town,'Not Applicable','Not Applicable',0,47,'Regular school',High,No,No
MI,PK,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,19,'Special education school',Other,No,No
AL,PK,08,'Not Virtual',Rural,1-Yes,1-Yes,0,70,'Regular school',Elementary,No,No
GA,06,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',2,40,'Regular school',High,Yes,No
FL,09,12,'Not Virtual',Town,1-Yes,1-Yes,2,195,'Regular school',High,No,No
FL,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',2,29,'Alternative/other school',High,Yes,No
FL,04,12,'Full Virtual',Suburb,'Not Applicable','Not Applicable',1,78,'Regular school',Other,No,No
PA,09,12,'Not Virtual',Town,1-Yes,1-Yes,0,259,'Regular school',High,No,No
LA,PK,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',0,16,'Special education school',Other,No,No
KY,06,12,'Supplemental Virtual',City,1-Yes,1-Yes,0,44,'Alternative/other school',High,Missing,No
NE,07,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,91,'Regular school',High,Missing,Missing
CA,06,08,'Not Virtual',Town,1-Yes,1-Yes,9,96,'Regular school',Middle,No,No
TX,PK,06,'Not Virtual',City,1-Yes,1-Yes,18,66,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,'Not Applicable','Not Applicable',16,160,'Regular school',Elementary,No,No
PA,06,08,'Not Virtual',Suburb,1-Yes,2-No,10,136,'Regular school',Middle,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,0,1,'Regular school',High,No,No
AL,05,07,'Not Virtual',Rural,1-Yes,1-Yes,0,250,'Regular school',Middle,No,No
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,305,178,'Regular school',Middle,No,No
OH,07,12,'Not Virtual',Suburb,1-Yes,1-Yes,0,88,'Regular school',High,No,'Not Applicable'
NY,PK,05,'Not Virtual',City,1-Yes,1-Yes,24,42,'Regular school',Elementary,No,No
OH,KG,04,'Not Virtual',Suburb,1-Yes,2-No,70,153,'Regular school',Elementary,No,'Not Applicable'
ID,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',1,112,'Regular school',High,No,No
CA,KG,06,'Not Virtual',Suburb,1-Yes,1-Yes,15,15,'Regular school',Elementary,No,No
PA,03,04,'Not Virtual',Suburb,'Not Applicable','Not Applicable',0,148,'Regular school',Elementary,No,No
TX,06,08,'Not Virtual',City,1-Yes,2-No,9,234,'Regular school',Middle,No,No
FL,PK,12,'Not Virtual',City,1-Yes,1-Yes,4,22,'Special education school',Other,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,45,'Regular school',Elementary,No,Yes
AZ,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,3,'Regular school',Elementary,No,'Not Applicable'
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,56,25,'Regular school',Elementary,No,No
WA,PK,06,'Not Virtual',Suburb,1-Yes,1-Yes,24,109,'Regular school',Elementary,No,No
SD,09,12,'Not Virtual',Rural,1-Yes,2-No,0,36,'Regular school',High,No,Missing
OH,PK,05,'Not Virtual',Suburb,1-Yes,2-No,41,270,'Regular school',Elementary,No,'Not Applicable'
NY,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',4,218,'Regular school',High,No,No
NJ,PK,08,'Not Virtual',City,1-Yes,1-Yes,0,0,'Regular school',Elementary,No,Missing
TX,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,29,'Regular school',Middle,No,No
WY,KG,08,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,0,'Special education school',Elementary,No,No
NY,03,05,'Not Virtual',Rural,1-Yes,2-No,1,307,'Regular school',Elementary,No,No
FL,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',13,442,'Regular school',Middle,No,No
CA,KG,12,'Virtual with face to face options',City,'Not Applicable','Not Applicable',3,109,'Regular school',Other,Yes,No
VA,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',16,139,'Regular school',Middle,No,No
TX,09,12,'Not Virtual',Rural,1-Yes,1-Yes,0,26,'Regular school',High,No,No
TX,09,12,'Not Virtual',Town,1-Yes,1-Yes,0,88,'Regular school',High,No,No
MI,PK,05,'Not Virtual',Town,1-Yes,1-Yes,0,192,'Regular school',Elementary,No,No
GA,PK,KG,'Not Virtual',Rural,1-Yes,1-Yes,3,150,'Regular school',Elementary,No,No
VA,06,08,'Not Virtual',Town,'Not Applicable','Not Applicable',1,211,'Regular school',Middle,No,No
PA,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',4,373,'Regular school',Middle,No,No
OR,06,08,'Supplemental Virtual',Suburb,'Not Applicable','Not Applicable',1,197,'Regular school',Middle,No,Missing
VA,PK,06,'Not Virtual',City,'Not Applicable','Not Applicable',94,181,'Regular school',Elementary,No,Yes
TX,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',40,90,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,13,50,'Regular school',Elementary,No,No
ND,PK,05,'Not Virtual',City,1-Yes,1-Yes,11,95,'Regular school',Elementary,Missing,Missing
MT,PK,05,'Not Virtual',Town,1-Yes,1-Yes,1,222,'Regular school',Elementary,Missing,Missing
FL,PK,08,'Not Virtual',Suburb,1-Yes,1-Yes,30,137,'Regular school',Elementary,No,Yes
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,137,65,'Regular school',High,No,Yes
OR,KG,05,'Supplemental Virtual',Rural,1-Yes,1-Yes,0,109,'Regular school',Elementary,No,Missing
SC,09,12,'Supplemental Virtual',Town,1-Yes,1-Yes,3,272,'Regular school',High,No,No
AZ,KG,06,'Not Virtual',City,1-Yes,2-No,0,189,'Regular school',Elementary,No,'Not Applicable'
